,country,q127,q098,q130,q106,q131,q005,q006,name
3879,2.0,3.0,,3.0,3.0,3.0,2.0,2.0,Hong Kong
3880,2.0,,2.0,3.0,3.0,3.0,2.0,3.0,Hong Kong
3881,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,Hong Kong
3882,2.0,2.0,,3.0,3.0,3.0,2.0,3.0,Hong Kong
3883,2.0,2.0,3.0,3.0,,3.0,1.0,4.0,Hong Kong
3884,2.0,2.0,2.0,2.0,3.0,2.0,3.0,,Hong Kong
3885,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,Hong Kong
3886,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,Hong Kong
3887,2.0,1.0,4.0,3.0,4.0,3.0,1.0,3.0,Hong Kong
3888,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,Hong Kong
3889,2.0,2.0,3.0,3.0,,3.0,3.0,3.0,Hong Kong
3890,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,Hong Kong
3891,2.0,2.0,2.0,,2.0,3.0,4.0,3.0,Hong Kong
3892,2.0,2.0,3.0,3.0,,3.0,4.0,3.0,Hong Kong
3893,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,Hong Kong
3894,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,Hong Kong
3895,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,Hong Kong
3896,2.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,Hong Kong
3897,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,Hong Kong
3898,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,Hong Kong
3899,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,Hong Kong
3900,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,Hong Kong
3901,2.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,Hong Kong
3902,2.0,1.0,3.0,2.0,4.0,2.0,3.0,4.0,Hong Kong
3903,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,Hong Kong
3904,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,Hong Kong
3905,2.0,2.0,3.0,,2.0,,4.0,2.0,Hong Kong
3906,2.0,2.0,3.0,2.0,2.0,2.0,2.0,,Hong Kong
3907,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,Hong Kong
3908,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,Hong Kong
3909,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,Hong Kong
3910,2.0,2.0,2.0,2.0,4.0,3.0,1.0,,Hong Kong
3911,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,Hong Kong
3912,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,Hong Kong
3913,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,Hong Kong
3914,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,Hong Kong
3915,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,Hong Kong
3916,2.0,2.0,3.0,2.0,3.0,3.0,2.0,,Hong Kong
3917,2.0,2.0,,,2.0,3.0,2.0,3.0,Hong Kong
3918,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,Hong Kong
3919,2.0,1.0,3.0,,3.0,,2.0,,Hong Kong
3920,2.0,2.0,3.0,2.0,,3.0,3.0,3.0,Hong Kong
3921,2.0,4.0,,,3.0,3.0,2.0,2.0,Hong Kong
3922,2.0,2.0,,,,3.0,3.0,3.0,Hong Kong
3923,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,Hong Kong
3924,2.0,2.0,3.0,3.0,3.0,,3.0,4.0,Hong Kong
3925,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,Hong Kong
3926,2.0,2.0,3.0,,3.0,,2.0,4.0,Hong Kong
3927,2.0,2.0,3.0,3.0,,2.0,,5.0,Hong Kong
3928,2.0,2.0,,,,,2.0,,Hong Kong
3929,2.0,2.0,3.0,,,3.0,2.0,2.0,Hong Kong
3930,2.0,3.0,,3.0,4.0,3.0,2.0,,Hong Kong
3931,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,Hong Kong
3932,2.0,2.0,,3.0,,,2.0,,Hong Kong
3933,2.0,3.0,2.0,3.0,1.0,4.0,4.0,4.0,Hong Kong
3934,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,Hong Kong
3935,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,Hong Kong
3936,2.0,2.0,,2.0,2.0,4.0,3.0,2.0,Hong Kong
3937,2.0,2.0,2.0,2.0,,2.0,2.0,3.0,Hong Kong
3938,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,Hong Kong
3939,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,Hong Kong
3940,2.0,2.0,3.0,2.0,,3.0,2.0,3.0,Hong Kong
3941,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,Hong Kong
3942,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,Hong Kong
3943,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,Hong Kong
3944,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,Hong Kong
3945,2.0,,,3.0,2.0,3.0,3.0,3.0,Hong Kong
3946,2.0,2.0,3.0,,3.0,3.0,2.0,,Hong Kong
3947,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,Hong Kong
3948,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,Hong Kong
3949,2.0,2.0,,,3.0,3.0,3.0,1.0,Hong Kong
3950,2.0,2.0,,,,,2.0,2.0,Hong Kong
3951,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,Hong Kong
3952,2.0,2.0,,2.0,2.0,3.0,2.0,1.0,Hong Kong
3953,2.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,Hong Kong
3954,2.0,,3.0,3.0,2.0,3.0,2.0,,Hong Kong
3955,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,Hong Kong
3956,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,Hong Kong
3957,2.0,2.0,,3.0,,3.0,2.0,,Hong Kong
3958,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,Hong Kong
3959,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,Hong Kong
3960,2.0,2.0,,2.0,2.0,3.0,2.0,4.0,Hong Kong
3961,2.0,2.0,3.0,2.0,3.0,3.0,3.0,,Hong Kong
3962,2.0,2.0,3.0,,2.0,3.0,2.0,,Hong Kong
3963,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,Hong Kong
3964,2.0,3.0,,3.0,4.0,3.0,1.0,4.0,Hong Kong
3965,2.0,2.0,2.0,,1.0,3.0,2.0,3.0,Hong Kong
3966,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,Hong Kong
3967,2.0,2.0,,2.0,,3.0,2.0,4.0,Hong Kong
3968,2.0,2.0,,2.0,3.0,,2.0,4.0,Hong Kong
3969,2.0,,,,,,3.0,3.0,Hong Kong
3970,2.0,,2.0,,,,2.0,,Hong Kong
3971,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,Hong Kong
3972,2.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,Hong Kong
3973,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,Hong Kong
3974,2.0,4.0,1.0,4.0,1.0,4.0,1.0,,Hong Kong
3975,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,Hong Kong
3976,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,Hong Kong
3977,2.0,2.0,,3.0,,3.0,4.0,4.0,Hong Kong
3978,2.0,2.0,2.0,2.0,,3.0,2.0,2.0,Hong Kong
3979,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,Hong Kong
3980,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,Hong Kong
3981,2.0,2.0,3.0,2.0,,3.0,3.0,3.0,Hong Kong
3982,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,Hong Kong
3983,2.0,2.0,,2.0,4.0,2.0,2.0,3.0,Hong Kong
3984,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,Hong Kong
3985,2.0,2.0,,2.0,4.0,2.0,4.0,2.0,Hong Kong
3986,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,Hong Kong
3987,2.0,2.0,1.0,2.0,2.0,3.0,2.0,,Hong Kong
3988,2.0,2.0,2.0,3.0,2.0,3.0,3.0,,Hong Kong
3989,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,Hong Kong
3990,2.0,2.0,,3.0,3.0,4.0,5.0,4.0,Hong Kong
3991,2.0,1.0,3.0,2.0,,4.0,1.0,2.0,Hong Kong
3992,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,Hong Kong
3993,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,Hong Kong
